"mu_(('A', 1), 0)","mu_(('A', 1), ('A', 1))","mu_(('A', 1), ('A', 2))","mu_(('A', 1), ('B', 1))","mu_(('A', 1), ('B', 2))","mu_(('A', 2), 0)","mu_(('A', 2), ('A', 1))","mu_(('A', 2), ('A', 2))","mu_(('A', 2), ('B', 1))","mu_(('A', 2), ('B', 2))","mu_(('B', 1), 0)","mu_(('B', 1), ('A', 1))","mu_(('B', 1), ('A', 2))","mu_(('B', 1), ('B', 1))","mu_(('B', 1), ('B', 2))","mu_(('B', 2), 0)","mu_(('B', 2), ('A', 1))","mu_(('B', 2), ('A', 2))","mu_(('B', 2), ('B', 1))","mu_(('B', 2), ('B', 2))",N_A_1,N_A_2,N_B_1,N_B_2,total_individuals,term,major
0.058823529411764705,0.7058823529411765,0.17647058823529413,0.058823529411764705,0.0,0.13043478260869565,0.2608695652173913,0.5217391304347826,0.0,0.08695652173913043,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5454545454545454,0.35537190082644626,0.03305785123966942,0.06611570247933884,63,201820,IngBiomédica
0.09433962264150944,0.8679245283018868,0.0,0.03773584905660378,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.8487394957983193,0.025210084033613446,0.12605042016806722,0.0,65,201820,IngCivil
0.3,0.0,0.6,0.0,0.1,0.16666666666666666,0.3333333333333333,0.4444444444444444,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.29310344827586204,0.5689655172413793,0.034482758620689655,0.10344827586206896,32,201820,IngElectrónica
1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.6666666666666667,0.05263157894736842,0.631578947368421,0.0,0.3157894736842105,11,201820,IngEléctrica
0.11458333333333334,0.6458333333333334,0.22916666666666669,0.0,0.010416666666666668,0.1764705882352941,0.3235294117647059,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5895765472312704,0.40390879478827363,0.0,0.006514657980456026,165,201820,IngIndustrial
0.05405405405405405,0.6486486486486486,0.24324324324324323,0.05405405405405405,0.0,0.13793103448275862,0.3103448275862069,0.4827586206896552,0.0,0.06896551724137931,0.5,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.5255474452554745,0.39416058394160586,0.043795620437956206,0.0364963503649635,73,201820,IngMecánica
0.0,0.6000000000000001,0.4,0.0,0.0,0.09523809523809523,0.19047619047619047,0.5714285714285715,0.0,0.14285714285714288,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.37500000000000006,0.0,0.5,0.26666666666666666,0.5333333333333333,0.0,0.2,39,201820,IngQuímica
0.1764705882352941,0.588235294117647,0.11764705882352941,0.11764705882352941,0.0,0.16666666666666669,0.16666666666666669,0.5833333333333334,0.04166666666666667,0.04166666666666667,0.0,0.6666666666666667,0.16666666666666669,0.0,0.16666666666666669,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.0,0.5040650406504065,0.35772357723577236,0.0975609756097561,0.04065040650406504,67,201820,IngSistemas
0.0,0.5714285714285715,0.14285714285714288,0.0,0.28571428571428575,0.5,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.5384615384615384,0.23076923076923078,0.0,0.23076923076923078,14,201820,Literatura
0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8095238095238095,0.19047619047619047,0.0,0.0,11,201820,Matemáticas
0.1142857142857143,0.4571428571428572,0.3142857142857143,0.08571428571428572,0.028571428571428574,0.10000000000000002,0.55,0.30000000000000004,0.0,0.05000000000000001,0.25,0.375,0.0,0.25,0.125,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.532258064516129,0.3064516129032258,0.11290322580645161,0.04838709677419355,66,201820,Medicina
1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.5714285714285714,0.14285714285714285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.8,0.13333333333333333,0.0,9,201820,Microbiología
0.2,0.8,0.0,0.0,0.0,0.16666666666666666,0.0,0.6666666666666666,0.0,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.391304347826087,0.4782608695652174,0.043478260869565216,0.08695652173913043,13,201820,Música
0.3636363636363636,0.1818181818181818,0.1818181818181818,0.2727272727272727,0.0,0.0,0.09523809523809525,0.761904761904762,0.09523809523809525,0.04761904761904762,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.5833333333333334,0.1388888888888889,0.027777777777777776,38,201820,Psicología
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,3,201820,Química
